fio;inn;is_active;last_update;legal_name;main_okved_code;main_okved_name
;7713724680;TRUE;2022-10-05;"АКЦИОНЕРНОЕ ОБЩЕСТВО ТОРГОВЫЙ ДОМ ""ИНПЛАСТ""";46.73;Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием
;5402559341;TRUE;2022-12-30;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБИРЬ-ИНВЕСТ""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;5402564334;TRUE;2023-08-24;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕДВИЖИМОСТЬ СИБИРИ""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;6658448554;TRUE;2022-11-05;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОРОБОТ""";47.99.2;Деятельность по осуществлению торговли через автоматы
;7448158184;TRUE;2023-08-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛЬСКИЕ СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""";43.3;Работы строительные отделочные
;7717766472;TRUE;2023-06-30;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК-БЕРГИНИ""";41.20;Строительство жилых и нежилых зданий
;5024147812;TRUE;2023-02-01;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МТК-ХОЛДИНГ""";70.10.2;Деятельность по управлению холдинг-компаниями
;7701399643;TRUE;2023-05-05;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕБУРСЕРВИС""";46.69.5;Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами
;7811576616;TRUE;2023-11-26;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""АБСОЛЮТ""";68.10;Покупка и продажа собственного недвижимого имущества
;7801632614;TRUE;2023-11-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПМ ГЛОБАЛ""";41.20;Строительство жилых и нежилых зданий
Зверев Максим Валерьевич;782608775799;TRUE;2022-09-21;;62.01;Разработка компьютерного программного обеспечения
Кривошеин Алексей Александрович;781602721210;TRUE;2023-10-24;;16.23.2;Производство сборных деревянных строений
Тищенков Олег Михайлович;771709468041;TRUE;2022-01-06;;56.10;Деятельность ресторанов и услуги по доставке продуктов питания
Дронченко Екатерина Александровна;667416254612;TRUE;2022-11-28;;47.77.2;Торговля розничная ювелирными изделиями в специализированных магазинах
Воропаева Александра Ильинична;771889689752;TRUE;2023-03-30;;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
Сударикова Надежда Николаевна;771614452300;TRUE;2022-01-03;;32.99;Производство прочих готовых изделий, не включенных в другие группировки
Редина Дарья Михайловна;503416620910;TRUE;2023-10-13;;47.21;Торговля розничная фруктами и овощами в специализированных магазинах
Мусахаджаев Муроджон Муйдинович;531312951863;TRUE;2022-11-20;;16.23;Производство прочих деревянных строительных конструкций и столярных изделий
Вохмянин Сергей Владимирович;540447865035;TRUE;2022-12-28;;62.01;Разработка компьютерного программного обеспечения
Кузичкина Наталья Ивановна;110606080959;TRUE;2023-09-18;;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
Грешных Наталья Ивановна;540428608963;TRUE;2023-07-06;;69.10;Деятельность в области права
;2315981897;TRUE;2022-09-18;"ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""ВЕЛИКИЙ""";68.32;Управление недвижимым имуществом за вознаграждение или на договорной основе
;6321397800;TRUE;2023-07-29;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТЛТ ""КОЛЕСОФФНЕТ""";45.31.1;Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов
;6671022740;TRUE;2022-11-18;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИДЕОНАБЛЮДАЙКА""";46.69;Торговля оптовая прочими машинами и оборудованием
;6732108469;TRUE;2023-05-29;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИЛОТ СЕРВИС""";49.4;Деятельность автомобильного грузового транспорта и услуги по перевозкам
;7802514275;TRUE;2023-08-25;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХОЛДИНГОВАЯ КОМПАНИЯ""АЛЬЯНС-ИНВЕСТ""";63.99.1;Деятельность по оказанию консультационных и информационных услуг
;7811234210;TRUE;2022-09-16;"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ "" КОТТЕДЖНЫЙ ПОСЕЛОК ""СУВАНТОЯРВИ""";68.32;Управление недвижимым имуществом за вознаграждение или на договорной основе
;6141049514;TRUE;2023-10-04;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОВАМЕД""";86.23;Стоматологическая практика
;7816318129;TRUE;2023-11-05;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАВИГАТОР""";62.01;Разработка компьютерного программного обеспечения
;7839066439;TRUE;2023-01-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕМКОСТНОЕ ОБОРУДОВАНИЕ""";46.90;Торговля оптовая неспециализированная
;5507193870;TRUE;2023-07-04;"ЖИЛИЩНО-СТРОИТЕЛЬНЫЙ КООПЕРАТИВ ""БЕРЕЗОВАЯ РОЩА""";68.32;Управление недвижимым имуществом за вознаграждение или на договорной основе
;6670448134;TRUE;2023-11-02;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛСИС""";32.99.9;Производство прочих изделий, не включенных в другие группировки
;7453305412;TRUE;2023-10-30;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЭС""";33.20;Монтаж промышленных машин и оборудования
;9723015478;TRUE;2022-09-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕБЕЛЬ ПЛЮС""";47.59.1;Торговля розничная мебелью в специализированных магазинах
;7811656519;TRUE;2023-04-23;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОХРАННАЯ ОРГАНИЗАЦИЯ ""ГЛОБАЛ БЕЗОПАСНОСТЬ СЕВЕРО-ЗАПАД""";80.10;Деятельность охранных служб, в том числе частных
;7203468478;TRUE;2023-11-24;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУЗОВАЯ ТЕХНИКА - ТЮМЕНЬ""";45.11;Торговля легковыми автомобилями и грузовыми автомобилями малой грузоподъемности
;7720425673;TRUE;2023-07-29;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАФАЭЛЬ""";86.90;Деятельность в области медицины прочая
;7842162277;TRUE;2023-08-23;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИФЕН""";80.20;Деятельность систем обеспечения безопасности
;2315215483;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЖЕМИНАЙ""";46.90;Торговля оптовая неспециализированная
;5022059712;TRUE;2023-11-01;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРАСС""";62.01;Разработка компьютерного программного обеспечения
;9710084523;TRUE;2022-09-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ПОДОЛОГИИ И ОРТОПЕДИИ ЮЛИИ ЛОТЦ""";86.90;Деятельность в области медицины прочая
;5047256141;TRUE;2022-01-01;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД МЕТАЛЛОКОНСТРУКЦИЙ ""АЛМЕТ""";25.11;Производство строительных металлических конструкций, изделий и их частей
;9717109054;TRUE;2023-03-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЭГ""";71.12;Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях
;5403071211;TRUE;2022-07-25;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБСКОЙ ЛОМБАРД""";64.92.6;Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества
;5405076159;TRUE;2022-08-24;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЮРО""";73.11;Деятельность рекламных агентств
;7203549166;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М2""";35.30;"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха"
;9715416959;TRUE;2023-07-20;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЬЮТИ ЛАЙФ""";47.75;Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах
;9709082320;TRUE;2023-11-23;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""12 КОМНАТ""";56.21;Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий
;7452009347;TRUE;2023-11-22;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКАЯ ТЕХНИКА""";46.69.1;Торговля оптовая транспортными средствами, кроме автомобилей, мотоциклов и велосипедов
;7453059968;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТУРИСТИЧЕСКАЯ ФИРМА ""СУСАНИН""";79.11;Деятельность туристических агентств
;7728179469;TRUE;2022-11-15;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИВАРУС""";46.42;Торговля оптовая одеждой и обувью
;7732047240;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАМАНТ КОРПОРЕЙШН""";86.23;Стоматологическая практика
;7801164645;TRUE;2022-11-28;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОГРЕСС СПБ""";41.20;Строительство жилых и нежилых зданий
;7820000314;TRUE;2023-08-23;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР БЕЗОПАСНОСТИ ""ОХРАНА ПОМЕЩЕНИЙ""";84.25.1;Деятельность по обеспечению пожарной безопасности
;7815012547;TRUE;2023-05-26;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЩЕСТВО ЗЕМЛЕПОЛЬЗОВАТЕЛЕЙ ""ПРОГАЛЬ""";68.31.11;Предоставление посреднических услуг при купле-продаже жилого недвижимого имущества за вознаграждение или на договорной основе
;7452035379;TRUE;2023-09-26;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛЬСКАЯ МАРКА""";46.90;Торговля оптовая неспециализированная
;7801227905;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКСТРИМ""";68.10.23;Покупка и продажа земельных участков
;7805281773;TRUE;2023-05-26;"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ДАЧНОЕ 5""";68.32.1;Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе
;7825099963;TRUE;2023-08-30;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОДОВОЛЬСТВЕННАЯ КОМПАНИЯ""";68.20;Аренда и управление собственным или арендованным недвижимым имуществом
;3663048411;TRUE;2023-10-16;"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПАРУС""";68.32.1;Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе
Трифонов Александр Евгеньевич;741301736552;TRUE;2023-10-30;;47.9;Торговля розничная вне магазинов, палаток, рынков
Смирнов Игорь Викторович;500703508909;TRUE;2022-01-05;;79.1;Деятельность туристических агентств и туроператоров
Месяцева Анна Андреевна;667477528116;TRUE;2022-01-02;;46.76;Торговля оптовая прочими промежуточными продуктами
Колмагоров Иван Константинович;550208056784;TRUE;2022-01-05;;47.71;Торговля розничная одеждой в специализированных магазинах
Михайлова Наталия Николаевна;501100463840;TRUE;2023-06-28;;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
Жидкова Наталья Александровна;662330995916;TRUE;2022-01-05;;77.12;Аренда и лизинг грузовых транспортных средств
Капустин Александр Александрович;500709251784;TRUE;2022-01-05;;46.74;Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями
Габашвили Георгий Михайлович;503411516432;TRUE;2023-09-18;;56.10;Деятельность ресторанов и услуги по доставке продуктов питания
Азаренков Александр Сергеевич;660309733270;TRUE;2022-09-19;;45.20;Техническое обслуживание и ремонт автотранспортных средств
Гусев Антон Сергеевич;840111794211;TRUE;2022-05-23;;62.02;Деятельность консультативная и работы в области компьютерных технологий
Шенбергер Алексей Иванович;632126689324;TRUE;2023-07-28;;45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями
Васечка Виктор Александрович;720694149470;TRUE;2023-10-30;;82.99;Деятельность по предоставлению прочих вспомогательных услуг для бизнеса, не включенная в другие группировки
;7813665533;TRUE;2023-11-14;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКАЯ ИННОВАЦИОННАЯ КОМПАНИЯ""";46.46;Торговля оптовая фармацевтической продукцией
;0275931276;TRUE;2023-09-29;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИТОНН""";49.41;Деятельность автомобильного грузового транспорта
;5404393170;TRUE;2023-11-01;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТ-ЭЛЕКТРО""";62.02;Деятельность консультативная и работы в области компьютерных технологий
;1650094216;TRUE;2023-03-23;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТА-РЕКЛАМА""";73.11;Деятельность рекламных агентств
;5407159273;TRUE;2022-01-01;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛЕКТРОКОМПЛЕКТСЕРВИС""";;
Зензеров Дмитрий Александрович;772609305599;TRUE;2022-01-05;;96.02.2;Предоставление косметических услуг парикмахерскими и салонами красоты
Румянцев Александр Павлович;784290092897;TRUE;2022-01-05;;62.09;Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая
Руссков Иван Михайлович;500109919879;TRUE;2022-01-05;;41.20;Строительство жилых и нежилых зданий
Нарзыкулов Рустам Юсуфович;481501874853;TRUE;2023-05-31;;47.91;Торговля розничная по почте или по информационно-коммуникационной сети Интернет
Третьяков Сергей Александрович;420800331421;TRUE;2022-09-02;;45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями
Доломанжи Анастасия Дмитриевна;420551369944;TRUE;2022-04-15;;68.31;Деятельность агентств недвижимости за вознаграждение или на договорной основе
Котов Николай Валерьевич;890304306575;TRUE;2022-01-27;;45.20;Техническое обслуживание и ремонт автотранспортных средств
Филатов Андрей Константинович;504809310624;TRUE;2022-06-08;;47.52.7;Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах
;6663054820;TRUE;2022-09-16;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕКАТЕРИНБУРГСКИЙ ЦЕНТР ""ОБУЧЕНИЕ ЗА РУБЕЖОМ""";79.11;Деятельность туристических агентств
;7701178732;TRUE;2023-05-05;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙС-ЦЕНТР""";68.20.2;Аренда и управление собственным или арендованным нежилым недвижимым имуществом
;7724261680;TRUE;2023-05-05;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МТК-ФЕНИКС""";69.10;Деятельность в области права
;3663049239;TRUE;2023-04-05;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕНГ-ТРЭВЕЛ""";51.10.1;Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию
;5030024329;TRUE;2023-08-08;"САДОВОДЧЕСКОЕ НЕКОММЕРЧЕСКОЕ ТОВАРИЩЕСТВО ""ДРУЖБА""";68.32.2;Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе
Гущина Юлия Владимировна;662305883479;TRUE;2022-01-01;;49.41;Деятельность автомобильного грузового транспорта
Егорова Наталья Александровна;525706837639;TRUE;2022-07-12;;02.10;Лесоводство и прочая лесохозяйственная деятельность
Пантя Юлиу Мирчевич;861404846672;TRUE;2023-08-18;;41.20;Строительство жилых и нежилых зданий
Шамшиева Мээрим Сабиралиевна;190310081867;TRUE;2023-11-16;;96.02;Предоставление услуг парикмахерскими и салонами красоты
Нецепляев Сергей Юрьевич;470500757549;TRUE;2022-01-02;;47.99;Торговля розничная прочая вне магазинов, палаток, рынков
Елизаров Иван Николаевич;772880839370;TRUE;2023-11-02;;96.03;Организация похорон и представление связанных с ними услуг
Александров Дмитрий Евгеньевич;781620477701;TRUE;2022-02-12;;62.01;Разработка компьютерного программного обеспечения
Чемисов Алексей Анатольевич;504307426304;TRUE;2022-06-02;;49.42;Предоставление услуг по перевозкам
Абрамов Лев Евгеньевич;550617322677;TRUE;2022-02-21;;32.13.1;Производство бижутерии и подобных товаров, кроме изготовленных по индивидуальному заказу
;2315145941;TRUE;2022-11-04;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОМИКС""";49.41;Деятельность автомобильного грузового транспорта
;5262222955;TRUE;2023-01-11;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ  ""МАШИНЫ И МЕХАНИЗМЫ""";46.69;Торговля оптовая прочими машинами и оборудованием
;6670206833;TRUE;2022-11-07;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИА АРМИ""";58;Деятельность издательская
;7841016202;TRUE;2023-05-26;"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПОДДЕРЖКИ ДРАМАТИЧЕСКИХ И КУКОЛЬНЫХ ТЕАТРОВ, ДРАМАТИЧЕСКИХ АРТИСТОВ И АРТИСТОВ КУКЛОВОДОВ ""БОЛЬШОЙ ТЕАТР КУКОЛ НА НЕКРАСОВА""";93.29.9;Деятельность зрелищно-развлекательная прочая, не включенная в другие группировки
;1215148200;TRUE;2023-03-17;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ОХРАННАЯ ОРГАНИЗАЦИЯ ""РАТНИК""";80;Деятельность по обеспечению безопасности и проведению расследований
;2315161196;TRUE;2023-01-10;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""К-РАЛЛИ С""";45.1;Торговля автотранспортными средствами
Куделина Юлия Константиновна;772825284103;TRUE;2023-11-11;;85.42.9;Деятельность по дополнительному профессиональному образованию прочая, не включенная в другие группировки
Зубков Кирилл Викторович;470504599903;TRUE;2023-05-11;;42.21;Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения
Краус Наталья Сергеевна;745107914321;TRUE;2023-02-11;;70.22;Консультирование по вопросам коммерческой деятельности и управления
Никандрова Янина Юрьевна;782500216202;TRUE;2023-11-20;;68.20;Аренда и управление собственным или арендованным недвижимым имуществом
Тетюшева Валентина Ивановна;231301396049;TRUE;2022-01-02;;96.02.2;Предоставление косметических услуг парикмахерскими и салонами красоты
Тупицына Екатерина Юрьевна;503416534509;TRUE;2023-09-16;;56.10;Деятельность ресторанов и услуги по доставке продуктов питания
Безуглова Инга Маиловна;503504791985;TRUE;2022-01-02;;49.41;Деятельность автомобильного грузового транспорта
Соколкина Оксана Николаевна;190107284193;TRUE;2022-01-02;;46.49;Торговля оптовая прочими бытовыми товарами
Оборин Андрей Николаевич;590412675620;TRUE;2022-01-02;;43.21;Производство электромонтажных работ
Салимов Михаил Александрович;366406499966;TRUE;2022-01-02;;47.1;Торговля розничная в неспециализированных магазинах
Березин Михаил Юрьевич;782500220061;TRUE;2023-01-11;;68.20;Аренда и управление собственным или арендованным недвижимым имуществом
Мотин Алексей Викторович;781601365840;TRUE;2023-06-09;;45.20;Техническое обслуживание и ремонт автотранспортных средств
Минасян Артур Мартиросович;503415680031;TRUE;2022-01-03;;56.10;Деятельность ресторанов и услуги по доставке продуктов питания
Точилова Елена Геннадиевна;230900275002;TRUE;2022-01-02;;47.71.1;Торговля розничная мужской, женской и детской одеждой в специализированных магазинах
Лоскутов Дмитрий Геннадьевич;781100952767;TRUE;2022-04-01;;58.21;Издание компьютерных игр
Квасков Виталий Юрьевич;504805284170;TRUE;2022-02-09;;47.19;Торговля розничная прочая в неспециализированных магазинах
Казачок Алла Александровна;501712586119;TRUE;2022-01-01;;96.02;Предоставление услуг парикмахерскими и салонами красоты
Молокова Татьяна Михайловна;471609224501;TRUE;2023-04-27;;46.65;Торговля оптовая офисной мебелью
Карпеченко Людмила Алексеевна;772088238904;TRUE;2022-01-10;;73.20;Исследование конъюнктуры рынка и изучение общественного мнения
Гусев Антон Григорьевич;744811928803;TRUE;2022-05-11;;45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями
Николаев Василий Иванович;471900063410;TRUE;2023-01-11;;47.11.2;Торговля розничная незамороженными продуктами, включая напитки и табачные изделия, в неспециализированных магазинах
Анашкин Роман Александрович;503701189931;TRUE;2022-01-01;;47.52.7;Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах
Тимченко Артем Анатольевич;744900753961;TRUE;2023-01-11;;45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями
Васильев Андрей Юрьевич;772319626054;TRUE;2022-12-12;;47.59.1;Торговля розничная мебелью в специализированных магазинах
Ерпулёва Лариса Викторовна;370220465861;TRUE;2022-10-24;;47.51.1;Торговля розничная текстильными изделиями в специализированных магазинах
Лаврентьев Александр Евгеньевич;784190003364;TRUE;2023-08-06;;68.31;Деятельность агентств недвижимости за вознаграждение или на договорной основе
Аль-Адлах Екатерина Абдуль-Вахабовна;616107095672;TRUE;2022-12-08;;86.23;Стоматологическая практика
Перепёлкин Сергей Александрович;664600188638;TRUE;2022-05-24;;68.31;Деятельность агентств недвижимости за вознаграждение или на договорной основе
Демидов Алексей Владимирович;650904988689;TRUE;2023-05-04;;45.32;Торговля розничная автомобильными деталями, узлами и принадлежностями
Гришин Игорь Игоревич;770502999301;TRUE;2022-01-05;;47.52.7;Торговля розничная строительными материалами, не включенными в другие группировки, в специализированных магазинах
Ляшенко Владимир Михайлович;366200554652;TRUE;2022-01-05;;47.76.1;Торговля розничная цветами и другими растениями, семенами и удобрениями в специализированных магазинах
